,budget,budget_upper_bound,max_neighborhood_size,n_players
228,1741,False,2,25
229,3684,False,2,25
230,1778,False,2,24
231,1974,False,2,22
232,311,False,2,9
233,1719,False,2,21
234,1191,False,2,21
235,2391,False,2,22
236,1303,False,2,20
237,2207,False,2,24
238,960,False,2,16
239,839,False,2,19
240,1582,False,2,25
241,1759,False,2,25
242,1310,False,2,24
243,352,False,2,12
244,1214,False,2,22
245,1734,False,2,23
246,1646,False,2,25
247,1127,False,2,16
248,967,False,2,15
249,2229,False,2,25
250,1014,False,2,24
251,407,False,2,11
252,895,False,2,23
253,3008,False,2,24
254,2405,False,2,21
255,320,False,2,14
256,7269,False,2,25
257,911,False,2,16
258,1471,False,2,21
259,1183,False,2,22
260,2395,False,2,25
261,2933,False,2,24
262,1190,False,2,24
263,1488,False,2,20
264,1245,False,2,22
265,935,False,2,18
266,911,False,2,20
267,695,False,2,17
268,2208,False,2,15
269,816,False,2,18
270,511,False,2,17
271,1158,False,2,22
272,1318,False,2,22
273,2079,False,2,20
274,895,False,2,15
275,400,False,2,15
276,1599,False,2,23
277,1175,False,2,24
278,847,False,2,19
279,1302,False,2,19
280,2383,False,2,19
281,2047,False,2,24
282,710,False,2,20
283,160,False,2,8
284,288,False,2,13
285,1399,False,2,21
286,1312,False,2,13
287,918,False,2,21
288,1075,False,2,19
289,1757,False,2,25
290,1150,False,2,23
291,718,False,2,18
292,1495,False,2,23
293,783,False,2,12
294,1934,False,2,25
295,655,False,2,13
296,822,False,2,22
297,871,False,2,20
298,1269,False,2,25
299,706,False,2,16
300,1502,False,2,24
301,960,False,2,23
302,2258,False,2,25
303,175,False,2,8
304,1231,False,2,24
305,2678,False,2,25
306,1114,False,2,24
307,1152,False,2,19
308,1046,False,2,16
309,1533,False,2,25
310,704,False,2,17
311,1703,False,2,23
312,1359,False,2,23
313,1326,False,2,20
314,2655,False,2,22
315,1882,False,2,25
316,1231,False,2,24
317,1599,False,2,21
318,1086,False,2,23
319,919,False,2,16
320,1630,False,2,23
321,3159,False,2,16
322,1263,False,2,25
323,2279,False,2,25
324,1408,False,2,21
325,768,False,2,18
326,352,False,2,12
327,1219,False,2,25
328,1663,False,2,22
329,1638,False,2,21
330,2262,False,2,25
331,1318,False,2,22
332,710,False,2,18
333,3870,False,2,25
334,288,False,2,11
335,2230,False,2,19
336,3365,False,2,25
337,1893,False,2,19
338,839,False,2,23
339,2284,False,2,25
340,1975,False,2,23
341,1574,False,2,23
342,1095,False,2,22
343,1887,False,2,23
344,910,False,2,20
345,663,False,2,15
346,3174,False,2,25
347,384,False,2,11
348,1078,False,2,22
349,2128,False,2,24
350,336,False,2,16
351,1167,False,2,25
352,3360,False,2,23
353,752,False,2,19
354,871,False,2,20
355,1408,False,2,25
356,1150,False,2,24
357,1024,False,2,22
358,3047,False,2,24
359,399,False,2,12
360,2399,False,2,24
361,2309,False,2,25
362,1759,False,2,17
363,703,False,2,18
364,2439,False,2,24
365,2917,False,2,21
366,1487,False,2,21
367,1039,False,2,18
368,495,False,2,16
369,943,False,2,18
370,2399,False,2,23
371,927,False,2,18
372,1671,False,2,23
373,679,False,2,20
374,1662,False,2,25
375,655,False,2,20
376,816,False,2,22
377,2014,False,2,25
378,1319,False,2,19
379,1888,False,2,21
380,2406,False,2,24
381,479,False,2,17
382,2630,False,2,24
383,1504,False,2,20
384,1078,False,2,25
385,2015,False,2,25
386,1818,False,2,22
387,2679,False,2,20
388,1839,False,2,20
389,1742,False,2,22
390,1605,False,2,25
391,1334,False,2,23
392,3360,False,2,22
393,951,False,2,19
394,1438,False,2,25
395,2014,False,2,19
396,672,False,2,18
397,1070,False,2,19
398,2070,False,2,23
399,608,False,2,17
400,718,False,2,16
401,1159,False,2,23
402,6991,False,2,22
403,1623,False,2,22
404,1750,False,2,22
405,1782,False,2,25
406,1361,False,2,25
407,623,False,2,18
408,1135,False,2,23
409,1230,False,2,24
410,1087,False,2,24
411,752,False,2,19
412,863,False,2,20
413,752,False,2,19
414,2926,False,2,24
415,1574,False,2,25
416,1854,False,2,23
417,2070,False,2,24
418,1031,False,2,14
419,112,False,2,9
420,1376,False,2,22
421,2149,False,2,24
422,1887,False,2,25
423,1014,False,2,22
424,1110,False,2,19
425,2318,False,2,25
426,2846,False,2,24
427,989,False,2,22
428,583,False,2,19
429,2423,False,2,24
430,1150,False,2,25
431,1790,False,2,25
432,3943,False,2,24
433,2320,False,2,23
434,1279,False,2,15
435,1536,False,2,12
436,1166,False,2,23
437,1455,False,2,25
438,1072,False,2,21
439,678,False,2,11
440,2271,False,2,25
441,6199,False,2,24
442,1573,False,2,23
443,1904,False,2,20
444,1519,False,2,21
445,592,False,2,18
446,1094,False,2,18
447,176,False,2,14
448,1214,False,2,24
449,1351,False,2,15
450,2175,False,2,17
451,663,False,2,13
452,1366,False,2,25
453,1191,False,2,20
454,1207,False,2,23
455,3383,False,2,20
456,1054,False,2,24
457,1142,False,2,25
458,1022,False,2,24
459,1878,False,2,24
460,1773,False,2,24
461,1406,False,2,24
462,822,False,2,25
463,271,False,2,9
464,1799,False,2,21
465,1437,False,2,24
466,878,False,2,23
467,640,False,2,10
468,711,False,2,17
469,1598,False,2,24
470,1567,False,2,20
471,854,False,2,13
472,512,False,2,17
473,1753,False,2,25
474,1430,False,2,24
475,526,False,2,18
476,2432,False,2,17
477,1282,False,2,15
478,1143,False,2,24
479,1027,False,2,24
480,1342,False,2,20
481,887,False,2,21
482,935,False,2,18
483,2862,False,2,24
484,1774,False,2,22
485,1650,False,2,23
486,1910,False,2,24
487,2303,False,2,23
488,431,False,2,15
489,2126,False,2,22
490,3509,False,2,25
491,935,False,2,21
492,1184,False,2,15
493,1696,False,2,16
494,1024,False,2,18
495,2263,False,2,18
496,1190,False,2,25
497,1734,False,2,24
498,560,False,2,15
499,1965,False,2,22
500,2134,False,2,23
501,1806,False,2,22
502,2127,False,2,25
503,806,False,2,23
504,1278,False,2,24
505,1230,False,2,20
506,1527,False,2,19
507,1126,False,2,25
508,1151,False,2,18
509,1070,False,2,18
510,1519,False,2,23
511,1328,False,2,19
512,1758,False,2,21
513,1317,False,2,25
514,1390,False,2,23
515,1501,False,2,25
516,223,False,2,8
517,982,False,2,18
518,640,False,2,13
519,1630,False,2,22
520,1791,False,2,19
521,1982,False,2,24
522,2102,False,2,25
523,1062,False,2,21
524,1134,False,2,22
525,2501,False,2,25
526,847,False,2,20
527,1494,False,2,25
528,2263,False,2,19
529,1022,False,2,22
530,1102,False,2,22
531,1712,False,2,24
532,1246,False,2,25
533,7118,False,2,24
534,2038,False,2,23
535,736,False,2,21
536,863,False,2,20
537,806,False,2,23
538,1070,False,2,19
539,1934,False,2,23
540,2205,False,2,23
541,687,False,2,12
542,1127,False,2,14
543,1783,False,2,21
544,208,False,2,10
545,999,False,2,21
546,864,False,2,10
547,582,False,2,17
548,423,False,2,14
549,1280,False,2,24
550,1471,False,2,17
551,1262,False,2,21
552,1135,False,2,20
553,871,False,2,22
554,1427,False,2,21
555,2417,False,2,25
556,1190,False,2,13
557,887,False,2,22
558,1878,False,2,25
559,894,False,2,22
560,767,False,2,15
561,1359,False,2,21
562,2133,False,2,25
563,1815,False,2,24
564,519,False,2,16
565,1678,False,2,23
566,1118,False,2,14
567,528,False,2,16
568,1814,False,2,24
569,1344,False,2,16
570,1383,False,2,20
571,567,False,2,12
572,1607,False,2,23
573,4774,False,2,22
574,367,False,2,10
575,2092,False,2,18
576,3549,False,2,23
577,1454,False,2,18
578,1399,False,2,21
579,1438,False,2,22
580,1126,False,2,23
581,1846,False,2,20
582,1759,False,2,24
583,2143,False,2,25
584,831,False,2,23
585,2118,False,2,25
586,503,False,2,13
587,1094,False,2,22
588,1214,False,2,24
589,567,False,2,12
590,1056,False,2,15
591,815,False,2,16
592,1742,False,2,25
593,2055,False,2,24
594,1118,False,2,25
595,1239,False,2,24
596,662,False,2,20
597,1511,False,2,25
598,1792,False,2,16
599,943,False,2,23
600,1509,False,2,21
601,1622,False,2,25
602,1383,False,2,23
603,783,False,2,18
604,128,False,2,7
605,736,False,2,14
606,1359,False,2,21
607,1262,False,2,24
608,1951,False,2,25
609,1478,False,2,24
610,583,False,2,19
611,1184,False,2,13
612,3567,False,2,24
613,1126,False,2,25
614,2368,False,2,16
615,2333,False,2,25
616,1206,False,2,25
617,512,False,2,9
618,1711,False,2,20
619,2415,False,2,23
620,1511,False,2,25
621,2583,False,2,21
622,2198,False,2,25
623,951,False,2,22
624,647,False,2,18
625,830,False,2,20
626,1621,False,2,24
627,1406,False,2,24
628,640,False,2,10
629,1104,False,2,15
630,1797,False,2,22
631,1086,False,2,24
632,909,False,2,19
633,1694,False,2,16
634,1262,False,2,19
635,576,False,2,16
636,1391,False,2,23
637,2269,False,2,25
638,1255,False,2,22
639,1006,False,2,15
640,2078,False,2,25
641,2030,False,2,25
642,2279,False,2,22
643,1699,False,2,24
644,2598,False,2,20
645,1312,False,2,19
646,1550,False,2,17
647,1486,False,2,20
648,1286,False,2,20
649,1439,False,2,22
650,1702,False,2,22
651,1422,False,2,25
652,663,False,2,15
653,1952,False,2,13
654,519,False,2,13
655,950,False,2,20
656,1327,False,2,25
657,1135,False,2,22
658,972,False,2,21
659,1039,False,2,18
660,1143,False,2,14
661,2592,False,2,20
662,1301,False,2,24
663,1469,False,2,21
664,1309,False,2,25
665,1574,False,2,23
666,1527,False,2,21
667,2279,False,2,24
668,799,False,2,24
669,1056,False,2,15
670,2519,False,2,25
671,240,False,2,13
672,8855,False,2,23
673,2294,False,2,19
674,1431,False,2,15
675,2798,False,2,23
676,975,False,2,19
677,1239,False,2,21
678,1366,False,2,22
679,878,False,2,25
680,1423,False,2,25
681,2661,False,2,22
682,1391,False,2,25
683,1726,False,2,21
684,416,False,2,10
685,983,False,2,19
686,3780,False,2,23
687,1093,False,2,22
688,3229,False,2,24
689,1078,False,2,24
690,4045,False,2,22
691,1847,False,2,17
692,2103,False,2,24
693,1055,False,2,23
694,1216,False,2,21
695,1583,False,2,21
696,1570,False,2,21
697,1135,False,2,19
698,736,False,2,18
699,1567,False,2,20
700,1990,False,2,22
701,1454,False,2,21
702,2294,False,2,22
703,160,False,2,10
704,1600,False,2,14
705,927,False,2,19
706,400,False,2,15
707,999,False,2,21
708,1191,False,2,23
709,767,False,2,14
710,317,False,2,10
711,3039,False,2,22
712,2725,False,2,23
713,3636,False,2,24
714,1728,False,2,22
715,1983,False,2,17
716,1871,False,2,21
717,3414,False,2,23
718,1047,False,2,25
719,128,False,2,8
720,1485,False,2,23
721,1334,False,2,21
722,1502,False,2,24
723,1662,False,2,22
724,711,False,2,14
725,1126,False,2,22
726,1488,False,2,20
727,1717,False,2,25
728,631,False,2,14
729,1529,False,2,23
730,240,False,2,11
731,671,False,2,19
732,982,False,2,21
733,1933,False,2,24
734,1545,False,2,25
735,1238,False,2,25
736,1766,False,2,25
737,528,False,2,17
738,1390,False,2,22
739,1327,False,2,22
740,1439,False,2,19
741,1487,False,2,25
742,1599,False,2,23
743,2310,False,2,25
744,2679,False,2,17
745,510,False,2,20
746,1334,False,2,24
747,1829,False,2,25
748,2102,False,2,24
749,1831,False,2,19
750,1383,False,2,22
751,1391,False,2,22
752,1615,False,2,22
753,807,False,2,20
754,1942,False,2,23
755,839,False,2,11
756,1365,False,2,24
757,943,False,2,19
758,2784,False,2,22
759,1047,False,2,20
760,1302,False,2,21
761,359,False,2,13
762,2350,False,2,23
763,2503,False,2,24
764,1543,False,2,24
765,320,False,2,15
766,847,False,2,17
767,2159,False,2,21
768,1152,False,2,18
769,2309,False,2,22
770,951,False,2,16
771,1430,False,2,23
772,934,False,2,22
773,1216,False,2,18
774,447,False,2,14
775,3565,False,2,25
776,1110,False,2,23
777,2855,False,2,20
778,1262,False,2,20
779,1335,False,2,22
780,815,False,2,21
781,1319,False,2,23
782,1308,False,2,19
783,1486,False,2,22
784,1070,False,2,18
785,742,False,2,17
786,1242,False,2,22
787,1382,False,2,23
788,1487,False,2,23
789,975,False,2,18
790,1183,False,2,22
791,320,False,2,9
792,1622,False,2,24
793,1111,False,2,18
794,1654,False,2,20
795,1263,False,2,23
796,1359,False,2,17
797,3742,False,2,20
798,1797,False,2,22
799,767,False,2,19
800,2021,False,2,25
801,799,False,2,20
802,1325,False,2,22
803,2111,False,2,20
804,959,False,2,13
805,1151,False,2,23
806,702,False,2,22
807,1127,False,2,21
808,1838,False,2,24
809,991,False,2,16
810,926,False,2,19
811,1024,False,2,21
812,1007,False,2,19
813,1151,False,2,16
814,1182,False,2,24
815,1472,False,2,23
816,3392,False,2,23
817,1472,False,2,16
818,599,False,2,13
819,576,False,2,10
820,1342,False,2,24
821,1671,False,2,24
822,1127,False,2,13
823,14070,False,2,23
824,710,False,2,21
825,1398,False,2,23
826,1478,False,2,23
827,3718,False,2,23
828,2590,False,2,25
829,1191,False,2,20
830,1569,False,2,25
831,2519,False,2,23
832,791,False,2,20
833,1558,False,2,24
834,848,False,2,16
835,1199,False,2,19
836,2555,False,2,25
837,1134,False,2,22
838,655,False,2,17
839,1031,False,2,22
840,1054,False,2,21
841,1326,False,2,22
842,1430,False,2,25
843,2043,False,2,24
844,864,False,2,25
845,479,False,2,10
846,1551,False,2,24
847,1616,False,2,17
848,1489,False,2,23
849,1247,False,2,25
850,751,False,2,12
851,1360,False,2,22
852,911,False,2,19
853,1335,False,2,20
854,1007,False,2,23
855,1110,False,2,22
856,544,False,2,12
857,3022,False,2,25
858,2335,False,2,20
859,2638,False,2,22
860,1232,False,2,25
861,848,False,2,20
862,2477,False,2,25
863,3518,False,2,20
864,784,False,2,17
865,176,False,2,9
866,2142,False,2,25
867,743,False,2,19
868,799,False,2,20
869,1966,False,2,24
870,1559,False,2,17
871,1359,False,2,20
872,423,False,2,15
873,1175,False,2,20
874,1501,False,2,24
875,631,False,2,14
876,1134,False,2,22
877,1271,False,2,19
878,1911,False,2,25
879,999,False,2,24
880,1494,False,2,22
881,742,False,2,19
882,2412,False,2,25
883,1806,False,2,25
884,1183,False,2,20
885,1274,False,2,22
886,2423,False,2,24
887,1215,False,2,23
888,1614,False,2,23
889,2286,False,2,24
890,999,False,2,19
891,1095,False,2,19
892,400,False,2,11
893,768,False,2,16
894,3840,False,2,19
895,1734,False,2,22
896,1727,False,2,22
897,672,False,2,14
898,1231,False,2,18
899,1007,False,2,15
900,1469,False,2,25
901,976,False,2,19
902,654,False,2,18
903,2495,False,2,15
904,1039,False,2,20
905,702,False,2,14
906,1894,False,2,25
907,6117,False,2,23
908,1406,False,2,25
909,1245,False,2,24
910,1781,False,2,24
911,1539,False,2,19
912,1295,False,2,19
913,1198,False,2,19
914,1607,False,2,24
915,5631,False,2,20
916,782,False,2,20
917,942,False,2,21
918,655,False,2,16
919,1535,False,2,19
920,502,False,2,15
921,1093,False,2,23
922,767,False,2,17
923,2238,False,2,25
924,1206,False,2,21
925,2437,False,2,25
926,1024,False,2,23
927,1471,False,2,18
928,2151,False,2,23
929,1015,False,2,16
930,4611,False,2,25
931,1798,False,2,23
932,1254,False,2,25
933,2410,False,2,22
934,775,False,2,20
935,1349,False,2,25
936,1095,False,2,13
937,1446,False,2,24
938,799,False,2,17
939,1095,False,2,25
940,1830,False,2,20
941,1518,False,2,22
942,1738,False,2,25
943,906,False,2,14
944,608,False,2,15
945,1429,False,2,22
946,1143,False,2,23
947,1150,False,2,25
948,192,False,2,8
949,2054,False,2,23
950,919,False,2,14
951,1741,False,2,23
952,3022,False,2,21
953,1504,False,2,16
954,1511,False,2,23
955,1198,False,2,20
956,1286,False,2,24
957,1734,False,2,21
958,639,False,2,20
959,1024,False,2,18
960,1374,False,2,22
961,205,False,2,9
962,583,False,2,10
963,1237,False,2,24
964,1136,False,2,19
965,2117,False,2,21
966,1014,False,2,21
967,727,False,2,16
968,1166,False,2,20
969,2725,False,2,24
970,3326,False,2,20
971,4295,False,2,24
972,2192,False,2,24
973,1565,False,2,22
974,991,False,2,22
975,951,False,2,12
976,774,False,2,18
977,1030,False,2,21
978,958,False,2,24
979,1151,False,2,21
980,2374,False,2,23
981,1216,False,2,20
982,1647,False,2,22
983,1166,False,2,22
984,816,False,2,19
985,5022,False,2,24
986,1127,False,2,24
987,1366,False,2,21
988,2119,False,2,25
989,1615,False,2,24
990,6589,False,2,24
991,1008,False,2,19
992,759,False,2,21
993,1056,False,2,17
994,1103,False,2,19
995,743,False,2,18
996,224,False,2,14
997,1472,False,2,23
998,1159,False,2,21
999,719,False,2,21
1000,2070,False,2,25
1001,2553,False,2,24
1002,2030,False,2,22
1003,2176,False,2,22
1004,1495,False,2,20
1005,1454,False,2,24
1006,1805,False,2,23
1007,2110,False,2,19
1008,1136,False,2,19
1009,1198,False,2,17
1010,2102,False,2,23
1011,3230,False,2,21
1012,1094,False,2,21
1013,839,False,2,18
1014,1150,False,2,24
1015,1150,False,2,24
1016,1319,False,2,25
1017,1952,False,2,19
1018,1326,False,2,24
1019,1135,False,2,24
1020,1679,False,2,19
1021,1207,False,2,17
1022,807,False,2,20
1023,934,False,2,25
1024,1088,False,2,17
1025,798,False,2,18
1026,1182,False,2,24
1027,887,False,2,21
1028,2365,False,2,23
1029,2207,False,2,24
1030,1008,False,2,21
1031,926,False,2,22
1032,1893,False,2,22
1033,695,False,2,15
1034,1070,False,2,22
1035,576,False,2,17
1036,640,False,2,14
1037,1455,False,2,21
1038,2294,False,2,22
1039,1670,False,2,25
1040,1647,False,2,21
1041,1429,False,2,22
1042,1295,False,2,25
1043,686,False,2,19
1044,2034,False,2,25
1045,783,False,2,20
1046,1366,False,2,25
1047,1831,False,2,24
1048,926,False,2,23
1049,448,False,2,14
1050,1774,False,2,23
1051,5526,False,2,20
1052,559,False,2,10
1053,32,False,2,5
1054,3735,False,2,18
1055,1318,False,2,21
1056,1232,False,2,20
1057,1030,False,2,24
1058,487,False,2,12
1059,1951,False,2,23
1060,1926,False,2,18
1061,495,False,2,12
1062,1751,False,2,20
1063,1678,False,2,18
1064,2471,False,2,25
1065,1470,False,2,17
1066,894,False,2,12
1067,2118,False,2,24
1068,1183,False,2,22
1069,719,False,2,16
1070,2963,False,2,25
1071,1078,False,2,22
1072,2029,False,2,23
1073,1222,False,2,24
1074,1687,False,2,23
1075,1040,False,2,21
1076,1237,False,2,24
1077,1070,False,2,23
1078,5867,False,2,17
1079,1175,False,2,24
1080,982,False,2,23
1081,871,False,2,15
1082,726,False,2,22
1083,2062,False,2,21
1084,1615,False,2,23
1085,1253,False,2,25
1086,3741,False,2,25
1087,1407,False,2,20
1088,1719,False,2,22
1089,192,False,2,10
1090,1062,False,2,24
1091,2015,False,2,17
1092,1727,False,2,14
1093,1349,False,2,22
1094,1056,False,2,21
1095,1319,False,2,22
1096,1078,False,2,21
1097,727,False,2,16
1098,1095,False,2,19
1099,1463,False,2,24
1100,1007,False,2,15
1101,1982,False,2,16
1102,896,False,2,17
1103,1510,False,2,22
1104,1654,False,2,25
1105,1885,False,2,24
1106,1734,False,2,25
1107,2669,False,2,20
1108,1184,False,2,17
1109,1541,False,2,24
1110,2694,False,2,23
1111,2277,False,2,24
1112,1367,False,2,14
1113,1471,False,2,21
1114,800,False,2,12
1115,1470,False,2,25
1116,2757,False,2,25
1117,2437,False,2,23
1118,1167,False,2,24
1119,950,False,2,21
1120,2637,False,2,21
1121,695,False,2,20
1122,1199,False,2,23
1123,1246,False,2,22
1124,864,False,2,17
1125,352,False,2,16
1126,1184,False,2,22
1127,2368,False,2,19
1128,1054,False,2,21
1129,1390,False,2,25
1130,1920,False,2,24
1131,959,False,2,20
1132,1007,False,2,22
1133,815,False,2,13
1134,6406,False,2,24
1135,863,False,2,20
1136,2118,False,2,25
1137,1039,False,2,23
1138,934,False,2,17
1139,1439,False,2,23
1140,2335,False,2,22
1141,1750,False,2,24
1142,208,False,2,12
1143,1263,False,2,21
1144,2110,False,2,17
1145,991,False,2,15
1146,1207,False,2,21
1147,1439,False,2,19
1148,912,False,2,22
1149,3126,False,2,25
1150,1509,False,2,25
1151,1943,False,2,24
1152,3583,False,2,22
1153,983,False,2,20
1154,823,False,2,19
1155,1143,False,2,18
1156,927,False,2,21
1157,1296,False,2,18
1158,1254,False,2,22
1159,1263,False,2,25
1160,1847,False,2,18
1161,1519,False,2,23
1162,288,False,2,13
1163,1357,False,2,24
1164,1294,False,2,24
1165,1877,False,2,24
1166,2094,False,2,22
1167,974,False,2,23
1168,1470,False,2,23
1169,998,False,2,20
1170,2213,False,2,24
1171,1344,False,2,23
1172,926,False,2,22
1173,1318,False,2,21
1174,1398,False,2,24
1175,942,False,2,25
1176,1008,False,2,23
1177,1616,False,2,16
1178,3638,False,2,22
1179,1430,False,2,25
1180,942,False,2,23
1181,727,False,2,16
1182,1783,False,2,16
1183,2592,False,2,20
1184,1087,False,2,21
1185,1702,False,2,25
1186,1942,False,2,20
1187,1070,False,2,20
1188,1750,False,2,22
1189,934,False,2,22
1190,1430,False,2,23
1191,1183,False,2,20
1192,2150,False,2,25
1193,2422,False,2,23
1194,1342,False,2,24
1195,1477,False,2,21
1196,1398,False,2,25
1197,2254,False,2,22
1198,3919,False,2,25
1199,1998,False,2,25
1200,870,False,2,18
1201,1623,False,2,21
1202,1790,False,2,25
1203,800,False,2,17
1204,1582,False,2,25
1205,1247,False,2,20
1206,1319,False,2,19
1207,831,False,2,20
1208,503,False,2,10
1209,1501,False,2,25
1210,1167,False,2,20
1211,1774,False,2,24
1212,2294,False,2,25
1213,2197,False,2,22
1214,1958,False,2,25
1215,1111,False,2,19
1216,2806,False,2,22
1217,1117,False,2,25
1218,926,False,2,22
1219,1631,False,2,24
1220,2992,False,2,24
1221,2118,False,2,20
1222,3175,False,2,25
1223,1797,False,2,25
1224,1574,False,2,21
1225,2015,False,2,17
1226,863,False,2,17
1227,1311,False,2,17
1228,1159,False,2,21
1229,1765,False,2,22
1230,1349,False,2,21
1231,3501,False,2,25
1232,2557,False,2,24
1233,710,False,2,14
1234,1470,False,2,24
1235,1485,False,2,24
1236,1333,False,2,24
1237,1886,False,2,25
1238,2528,False,2,24
1239,414,False,2,14
1240,2439,False,2,21
1241,1911,False,2,25
1242,1535,False,2,20
1243,1879,False,2,21
1244,1798,False,2,24
1245,799,False,2,17
1246,1194,False,2,22
1247,823,False,2,19
1248,806,False,2,20
1249,656,False,2,17
1250,918,False,2,24
1251,1302,False,2,25
1252,1278,False,2,25
1253,1062,False,2,22
1254,543,False,2,17
1255,2805,False,2,25
1256,1557,False,2,25
1257,711,False,2,13
1258,966,False,2,18
1259,1078,False,2,25
1260,1071,False,2,16
1261,3125,False,2,25
1262,1271,False,2,21
1263,535,False,2,12
1264,1463,False,2,22
1265,991,False,2,14
1266,1015,False,2,17
1267,1382,False,2,15
1268,839,False,2,21
1269,1478,False,2,25
1270,567,False,2,13
1271,1200,False,2,13
1272,128,False,2,11
1273,911,False,2,20
